"concept_id","concept_name","concept_code","vocabulary_id"
40722628,"Deferoxamine 500 MG Injectable Solution [Desferal] by Waymade","OMOP4734582","RxNorm Extension"
587420,"5 ML Deferoxamine 100 MG/ML Injection Box of 100","OMOP3136448","RxNorm Extension"
36217325,"deferoxamine Injectable Product","1152154","RxNorm"
41359753,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] by Mtk","OMOP2557715","RxNorm Extension"
35754976,"Deferoxamine 2000 MG Injectable Suspension [Desferal] by Novartis","OMOP2756437","RxNorm Extension"
35759102,"Deferoxamine 2000 MG Injectable Solution Box of 1 by A A H","OMOP2760563","RxNorm Extension"
40722613,"Deferoxamine 2000 MG Injectable Solution [Desferal] Box of 1","OMOP4734597","RxNorm Extension"
35767416,"Deferoxamine 500 MG Injectable Solution [Desferal] Box of 10 by Waymade","OMOP2768877","RxNorm Extension"
41117752,"Deferoxamine 100 MG/ML Injectable Solution Box of 1","OMOP2315714","RxNorm Extension"
35759096,"Deferoxamine 500 MG Injectable Solution [Desferal] by Waymade","OMOP2760557","RxNorm Extension"
43143588,"0.02 ML Deferoxamine 100 MG/ML Prefilled Syringe Box of 1","OMOP505661","RxNorm Extension"
43699485,"5 ML Deferoxamine 100 MG/ML Injectable Solution Box of 10","OMOP768098","RxNorm Extension"
43800587,"Deferoxamine 100 MG/ML Injection [Desferal] Box of 50","OMOP940540","RxNorm Extension"
43620716,"Deferoxamine 100 MG/ML Injectable Solution Box of 50","OMOP940536","RxNorm Extension"
43825401,"5 ML Deferoxamine 100 MG/ML Injectable Solution","OMOP768096","RxNorm Extension"
43293444,"Deferoxamine 500 MG Injection Box of 10 by Dbl","OMOP529385","RxNorm Extension"
41382348,"20 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 5 by Beragena","OMOP2580310","RxNorm Extension"
35750751,"Deferoxamine 500 MG Injectable Suspension [Desferal] Box of 10 by Sigma-Tau","OMOP2752212","RxNorm Extension"
41359751,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10 by Emra-Med","OMOP2557713","RxNorm Extension"
35750753,"Deferoxamine 2000 MG Prefilled Syringe Box of 1 by A A H","OMOP2752214","RxNorm Extension"
40722614,"Deferoxamine 2000 MG Injectable Solution [Desferal] by Novartis","OMOP4734596","RxNorm Extension"
35759103,"Deferoxamine 2000 MG Prefilled Syringe Box of 1 by Kent","OMOP2760564","RxNorm Extension"
40031056,"Deferoxamine Injectable Solution [Desferal]","363002","RxNorm"
40031052,"Deferoxamine 250 MG/ML","334299","RxNorm"
41359752,"5 ML Deferoxamine 100 MG/ML Injectable Solution [Desferal] Box of 5 by NOVARTIS EUROPHARM (ROYAUME-UNI)","OMOP2557714","RxNorm Extension"
36882780,"Deferoxamine Prefilled Syringe [Desferal]","OMOP997146","RxNorm Extension"
43854822,"Deferoxamine 100 MG/ML Injectable Solution","OMOP940533","RxNorm Extension"
43627324,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10","OMOP768105","RxNorm Extension"
587665,"Deferoxamine 100 MG/ML Injection","OMOP3136020","RxNorm Extension"
43638848,"Deferoxamine 1 MG/MG Injectable Solution","OMOP940530","RxNorm Extension"
35408276,"Deferoxamine 500 MG Prefilled Syringe","OMOP1141861","RxNorm Extension"
40722617,"Deferoxamine 2000 MG Injectable Solution by Pfizer","OMOP4734593","RxNorm Extension"
35771752,"Deferoxamine 500 MG Injectable Solution Box of 10 by A A H","OMOP2773213","RxNorm Extension"
43632955,"500 MG Deferoxamine 1 MG/MG Injectable Solution by Noridem Enterprises","OMOP862464","RxNorm Extension"
40899046,"Deferoxamine 66.7 MG/ML Injectable Solution Box of 10","OMOP2097008","RxNorm Extension"
35409386,"Deferoxamine 2000 MG Prefilled Syringe [Desferal]","OMOP1142971","RxNorm Extension"
42911202,"PFIZER DEFEROXAMINE MESYLATE","OMOP4638124","RxNorm Extension"
41381331,"20 ML Deferoxamine 100 MG/ML Injectable Solution Box of 1","OMOP2579293","RxNorm Extension"
43177978,"Deferoxamine 100 MG/ML Prefilled Syringe [Desferal] Box of 1","OMOP515832","RxNorm Extension"
35754972,"Deferoxamine 500 MG Injectable Solution [Desferal] by Sigma-Tau","OMOP2756433","RxNorm Extension"
588523,"20 ML Deferoxamine 100 MG/ML Injection Box of 5","OMOP3135932","RxNorm Extension"
43271739,"Deferoxamine 2000 MG Injection by Dbl","OMOP529386","RxNorm Extension"
40722612,"Deferoxamine 2000 MG Injectable Solution [Desferal] Box of 1 by Novartis","OMOP4734598","RxNorm Extension"
41238568,"Deferoxamine Injectable Solution [Deferoxaminmesilat Do]","OMOP2436530","RxNorm Extension"
35754975,"Deferoxamine 2000 MG Injectable Solution [Desferal] Box of 1 by Novartis","OMOP2756436","RxNorm Extension"
36234881,"Desferal Injectable Product","1174510","RxNorm"
43698867,"2000 MG Deferoxamine 0.1 MG/MG Injection [Desferal] Box of 10","OMOP752572","RxNorm Extension"
35763308,"Deferoxamine 2000 MG Injectable Suspension by Kent","OMOP2764769","RxNorm Extension"
43176736,"0.02 ML Deferoxamine 100 MG/ML Prefilled Syringe [Desferal] Box of 1 by NOVARTIS PHARMA","OMOP505664","RxNorm Extension"
40992737,"Deferoxamine 500 MG Injectable Solution Box of 10","OMOP2190699","RxNorm Extension"
40722623,"Deferoxamine 500 MG Injectable Solution [Desferal] Box of 10 by Novartis","OMOP4734587","RxNorm Extension"
41354517,"5 ML Deferoxamine 100 MG/ML Injectable Solution Box of 100","OMOP2552479","RxNorm Extension"
41355397,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 50 by Cc","OMOP2553359","RxNorm Extension"
43626686,"2000 MG Deferoxamine 0.1 MG/MG Injection [Desferal] Box of 5 by Novartis","OMOP752571","RxNorm Extension"
35742131,"Deferoxamine 500 MG Injectable Suspension [Desferal] by Waymade","OMOP2743592","RxNorm Extension"
41358132,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 1 by Novartis","OMOP2556094","RxNorm Extension"
587435,"20 ML Deferoxamine 100 MG/ML Injection","OMOP3138591","RxNorm Extension"
41444768,"7.5 ML Deferoxamine 66.7 MG/ML Injectable Solution [Deferoxaminmesilat Do] Box of 10","OMOP2642730","RxNorm Extension"
41253222,"Deferoxamine 40 MG/ML Injectable Solution [Deferoxaminmesilat Do] Box of 1","OMOP2451184","RxNorm Extension"
43166922,"Deferoxamine 100 MG/ML","OMOP515783","RxNorm Extension"
41377650,"20 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 25","OMOP2575612","RxNorm Extension"
35767417,"Deferoxamine 500 MG Injectable Solution [Desferal] Box of 10 by Sigma-Tau","OMOP2768878","RxNorm Extension"
40722611,"Deferoxamine 2000 MG Injectable Suspension by Pfizer","OMOP4734599","RxNorm Extension"
35605639,"deferoxamine mesylate 500 MG Injection [Desferal]","1731352","RxNorm"
43836888,"Deferoxamine 0.1 MG/MG [Desferal]","OMOP940542","RxNorm Extension"
35763304,"Deferoxamine 500 MG Injectable Suspension Box of 10 by Hospira","OMOP2764765","RxNorm Extension"
43282551,"Deferoxamine 500 MG Injection by Dbl","OMOP529384","RxNorm Extension"
40992736,"Deferoxamine 40 MG/ML Injectable Solution","OMOP2190698","RxNorm Extension"
35763306,"Deferoxamine 2000 MG Prefilled Syringe [Desferal] by Novartis","OMOP2764767","RxNorm Extension"
35408641,"Deferoxamine 2000 MG Injection [Desferal] Box of 1 by NOVARTIS PHARMA","OMOP1142226","RxNorm Extension"
19021407,"Deferoxamine 210 MG/ML [Desferal]","754751","RxNorm"
43662990,"2000 MG Deferoxamine 1 MG/MG Injectable Solution","OMOP752562","RxNorm Extension"
1711975,"Deferoxamine 213 MG/ML Injectable Solution [Desferal]","754755","RxNorm"
40722622,"Deferoxamine 500 MG Injectable Suspension by Pfizer","OMOP4734588","RxNorm Extension"
41304608,"Deferoxamine 100 MG/ML Injectable Solution Box of 100","OMOP2502570","RxNorm Extension"
35758067,"Deferoxamine 2000 MG Injectable Suspension Box of 1","OMOP2759528","RxNorm Extension"
41396888,"50 ML Deferoxamine 40 MG/ML Injectable Solution","OMOP2594850","RxNorm Extension"
35759104,"Deferoxamine 2000 MG Injectable Suspension Box of 1 by Kent","OMOP2760565","RxNorm Extension"
44028820,"Deferoxamine 2000 MG [Pms-Deferoxamine]","OMOP1023451","RxNorm Extension"
41357978,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 100","OMOP2555940","RxNorm Extension"
35754977,"Deferoxamine 2000 MG Injectable Solution by Kent","OMOP2756438","RxNorm Extension"
43207703,"5 ML Deferoxamine 100 MG/ML Prefilled Syringe","OMOP512666","RxNorm Extension"
35762541,"Deferoxamine 2000 MG Injectable Solution [Desferal]","OMOP2764002","RxNorm Extension"
35605631,"deferoxamine Injection","1731344","RxNorm"
41353815,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10 by Aca Mueller","OMOP2551777","RxNorm Extension"
1711972,"Deferoxamine 210 MG/ML","754735","RxNorm"
40169157,"deferoxamine mesylate 213 MG/ML [Desferal]","895971","RxNorm"
21115653,"Deferoxamine 500 MG Injection Box of 10 by Hospira","OMOP275431","RxNorm Extension"
41444766,"7.5 ML Deferoxamine 66.7 MG/ML Injectable Solution Box of 10","OMOP2642728","RxNorm Extension"
41357578,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 50 by Kohlpharma","OMOP2555540","RxNorm Extension"
35407861,"Deferoxamine 2000 MG Prefilled Syringe [Desferal] Box of 1 by Novartis","OMOP1141446","RxNorm Extension"
41397870,"50 ML Deferoxamine 40 MG/ML Injectable Solution [Deferoxaminmesilat Do] Box of 1","OMOP2595832","RxNorm Extension"
586561,"20 ML Deferoxamine 100 MG/ML Injection Box of 25","OMOP3135840","RxNorm Extension"
41284214,"Deferoxamine 500 MG Injectable Solution [Desferal] Box of 10","OMOP2482176","RxNorm Extension"
41356469,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10 by Eurim-Pharm","OMOP2554431","RxNorm Extension"
35407042,"Deferoxamine 500 MG Prefilled Syringe [Desferal] Box of 1","OMOP1140627","RxNorm Extension"
44051008,"Deferoxamine 2000 MG Injectable Suspension by Hospira","OMOP1045639","RxNorm Extension"
35759105,"Deferoxamine 2000 MG Prefilled Syringe Box of 1 by Hospira","OMOP2760566","RxNorm Extension"
40878753,"Deferoxamine 100 MG/ML Injection [Desferal] Box of 100","OMOP2076715","RxNorm Extension"
21037091,"Deferoxamine 500 MG Injection [Desferal] by Waymade","OMOP275435","RxNorm Extension"
43680915,"2000 MG Deferoxamine 0.1 MG/MG Injection [Desferal]","OMOP752568","RxNorm Extension"
21174577,"Deferoxamine 2000 MG Injection Box of 1 by A A H","OMOP275423","RxNorm Extension"
40031055,"Deferoxamine Injectable Solution","376374","RxNorm"
43207704,"5 ML Deferoxamine 100 MG/ML Prefilled Syringe Box of 1","OMOP512667","RxNorm Extension"
41003456,"Deferoxamine 66.7 MG/ML Injectable Solution [Deferoxaminmesilat Do] Box of 10","OMOP2201418","RxNorm Extension"
36893540,"Deferoxamine Injectable Solution [Desferal]","OMOP1007280","RxNorm Extension"
41358133,"5 ML Deferoxamine 100 MG/ML Injectable Solution [Desferal] Box of 50 by NOVARTIS EUROPHARM (ROYAUME-UNI)","OMOP2556095","RxNorm Extension"
43609304,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] by Novartis","OMOP768101","RxNorm Extension"
41253221,"Deferoxamine 100 MG/ML Injection [Desferal] Box of 1","OMOP2451183","RxNorm Extension"
590080,"5 ML Deferoxamine 100 MG/ML Injection Box of 5","OMOP3136887","RxNorm Extension"
586769,"20 ML Deferoxamine 100 MG/ML Injection Box of 10","OMOP3138619","RxNorm Extension"
44102631,"Deferoxamine 2000 MG Injectable Solution by Sandoz","OMOP1097262","RxNorm Extension"
35605636,"deferoxamine mesylate 500 MG","1731349","RxNorm"
44051007,"Deferoxamine 2000 MG Injectable Solution [Pms-Deferoxamine] by Pharmascience","OMOP1045638","RxNorm Extension"
35750752,"Deferoxamine 500 MG Injectable Suspension Box of 10 by A A H","OMOP2752213","RxNorm Extension"
21164854,"Deferoxamine 2000 MG Injection [Desferal] Box of 1","OMOP275425","RxNorm Extension"
41396887,"50 ML Deferoxamine 40 MG/ML Injectable Solution Box of 1","OMOP2594849","RxNorm Extension"
44076725,"Deferoxamine 500 MG Injectable Solution [Pms-Deferoxamine] by Pharmascience","OMOP1071356","RxNorm Extension"
589825,"Deferoxamine 0.1 MG/MG Injection Box of 10","OMOP3136903","RxNorm Extension"
35775882,"Deferoxamine 2000 MG Prefilled Syringe by Kent","OMOP2777343","RxNorm Extension"
1711947,"deferoxamine","3131","RxNorm"
43825402,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 5","OMOP768102","RxNorm Extension"
35754974,"Deferoxamine 500 MG Injectable Solution by A A H","OMOP2756435","RxNorm Extension"
35605632,"deferoxamine mesylate 2000 MG Injection","1731345","RxNorm"
35770658,"Deferoxamine 2000 MG Injectable Solution Box of 1","OMOP2772119","RxNorm Extension"
41395898,"50 ML Deferoxamine 40 MG/ML Injectable Solution [Deferoxaminmesilat Do]","OMOP2593860","RxNorm Extension"
43152849,"5 ML Deferoxamine 100 MG/ML Prefilled Syringe [Desferal] Box of 1 by Novartis","OMOP512670","RxNorm Extension"
588788,"5 ML Deferoxamine 100 MG/ML Injection Box of 1","OMOP3135579","RxNorm Extension"
43166923,"Deferoxamine 100 MG/ML Prefilled Syringe [Desferal]","OMOP515821","RxNorm Extension"
588268,"Deferoxamine 100 MG/ML Injection Box of 10","OMOP3136082","RxNorm Extension"
21056737,"Deferoxamine 500 MG Injection by Hospira","OMOP275427","RxNorm Extension"
41381683,"20 ML Deferoxamine 100 MG/ML Injectable Solution Box of 5","OMOP2579645","RxNorm Extension"
43143589,"0.02 ML Deferoxamine 100 MG/ML Prefilled Syringe [Desferal] Box of 1","OMOP505663","RxNorm Extension"
43591372,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 50 by Novartis","OMOP768108","RxNorm Extension"
35409832,"Deferoxamine 500 MG Injectable Solution Box of 1","OMOP1143417","RxNorm Extension"
35746595,"Deferoxamine 500 MG Injectable Suspension [Desferal] Box of 10 by Novartis","OMOP2748056","RxNorm Extension"
35410595,"Deferoxamine 2000 MG Prefilled Syringe","OMOP1144180","RxNorm Extension"
43698866,"2000 MG Deferoxamine 0.1 MG/MG Injection [Desferal] Box of 5","OMOP752570","RxNorm Extension"
21164853,"Deferoxamine 2000 MG Injection by A A H","OMOP275417","RxNorm Extension"
36882734,"Deferoxamine Prefilled Syringe","OMOP999537","RxNorm Extension"
36062140,"deferoxamine 2000 MG Injectable Solution Box of 10 by Kent","OMOP4988130","RxNorm Extension"
40920663,"Deferoxamine 66.7 MG/ML","OMOP2118625","RxNorm Extension"
43591371,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10 by Novartis","OMOP768106","RxNorm Extension"
41354883,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10 by Kohlpharma","OMOP2552845","RxNorm Extension"
40722625,"Deferoxamine 500 MG Injectable Solution [Desferal] Box of 10","OMOP4734585","RxNorm Extension"
41352597,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 1","OMOP2550559","RxNorm Extension"
35410899,"Deferoxamine 500 MG Injection [Desferal] Box of 1","OMOP1144484","RxNorm Extension"
40169155,"deferoxamine mesylate 213 MG/ML Injectable Solution","895948","RxNorm"
44086639,"Deferoxamine 2000 MG Injectable Solution [Desferal 2g]","OMOP1081270","RxNorm Extension"
41211718,"Deferoxamine 40 MG/ML Injectable Solution Box of 1","OMOP2409680","RxNorm Extension"
35763307,"Deferoxamine 2000 MG Injectable Solution by A A H","OMOP2764768","RxNorm Extension"
35759100,"Deferoxamine 500 MG Injectable Solution by Kent","OMOP2760561","RxNorm Extension"
588337,"Deferoxamine 100 MG/ML Injection Box of 25","OMOP3138379","RxNorm Extension"
41352745,"5 ML Deferoxamine 100 MG/ML Injection [Desferal] Box of 10 by Beragena","OMOP2550707","RxNorm Extension"
35750755,"Deferoxamine 2000 MG Injectable Solution Box of 1 by Hospira","OMOP2752216","RxNorm Extension"
35861963,"deferoxamine Injectable Solution [Desifen]","OMOP5018589","RxNorm Extension"
19021408,"Deferoxamine 213 MG/ML [Desferal]","754754","RxNorm"
21125300,"Deferoxamine 500 MG Injection [Desferal] by Sigma-Tau","OMOP275434","RxNorm Extension"
21135188,"Deferoxamine 2000 MG Injection Box of 1 by Hospira","OMOP275419","RxNorm Extension"
21174579,"Deferoxamine 500 MG Injection [Desferal] Box of 10","OMOP275437","RxNorm Extension"
21086219,"Deferoxamine 500 MG Injection [Desferal] by Novartis","OMOP275436","RxNorm Extension"
40722629,"Deferoxamine 500 MG Injectable Solution [Desferal]","OMOP4734581","RxNorm Extension"
40722621,"Deferoxamine 500 MG Injectable Suspension Box of 10 by Pfizer","OMOP4734589","RxNorm Extension"
21174580,"Deferoxamine 500 MG Injection [Desferal] Box of 10 by Novartis","OMOP275441","RxNorm Extension"
41242633,"Deferoxamine 100 MG/ML Injectable Solution Box of 25","OMOP2440595","RxNorm Extension"
40109585,"Deferoxamine 250 MG/ML [Desferal]","574862","RxNorm"
43644890,"2000 MG Deferoxamine 0.1 MG/MG Injectable Solution","OMOP752564","RxNorm Extension"
35410594,"Deferoxamine 500 MG Prefilled Syringe Box of 1","OMOP1144179","RxNorm Extension"
35763305,"Deferoxamine 500 MG Injectable Suspension by Kent","OMOP2764766","RxNorm Extension"
